date,state,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper
2020-04-06,Arkansas,0,0,0,0,16,16,16,16
2020-04-07,Arkansas,2,2,2,2,18,18,18,18
2020-04-08,Arkansas,0,0,0,0,18,18,18,18
2020-04-09,Arkansas,3,3,3,3,21,21,21,21
2020-04-10,Arkansas,3,3,3,3,24,24,24,24
2020-04-11,Arkansas,1,1,1,1,25,25,25,25
2020-04-12,Arkansas,2,2,2,2,27,27,27,27
2020-04-13,Arkansas,3,3,3,3,30,30,30,30
2020-04-14,Arkansas,2,2,2,2,32,32,32,32
2020-04-15,Arkansas,2,2,2,2,34,34,34,34
2020-04-16,Arkansas,3,3,3,3,37,37,37,37
2020-04-17,Arkansas,0,0,0,0,37,37,37,37
2020-04-18,Arkansas,1,1,1,1,38,38,38,38
2020-04-19,Arkansas,1,1,1,1,39,39,39,39
2020-04-20,Arkansas,3,3,3,3,42,42,42,42
2020-04-21,Arkansas,1,1,1,1,43,43,43,43
2020-04-22,Arkansas,1,1,1,1,44,44,44,44
2020-04-23,Arkansas,1,1,1,1,45,45,45,45
2020-04-24,Arkansas,2,2,2,2,47,47,47,47
2020-04-25,Arkansas,1,1,1,1,48,48,48,48
2020-04-26,Arkansas,2,2,2,2,50,50,50,50
2020-04-27,Arkansas,1,1,1,1,51,51,51,51
2020-04-28,Arkansas,6,6,6,6,57,57,57,57
2020-04-29,Arkansas,2,2,2,2,59,59,59,59
2020-04-30,Arkansas,2,2,2,2,61,61,61,61
2020-05-01,Arkansas,3,3,3,3,64,64,64,64
2020-05-02,Arkansas,8,8,8,8,72,72,72,72
2020-05-03,Arkansas,4,4,4,4,76,76,76,76
2020-05-04,Arkansas,4,4,4,4,80,80,80,80
2020-05-05,Arkansas,3,3,3,3,83,83,83,83
2020-05-06,Arkansas,4,4,4,4,87,87,87,87
2020-05-07,Arkansas,1,1,1,1,88,88,88,88
2020-05-08,Arkansas,0,0,0,0,88,88,88,88
2020-05-09,Arkansas,0,0,0,0,88,88,88,88
2020-05-10,Arkansas,3,3,3,3,91,91,91,91
2020-05-11,Arkansas,3,3,3,3,94,94,94,94
2020-05-12,Arkansas,1,1,1,1,95,95,95,95
2020-05-13,Arkansas,2,2,2,2,97,97,97,97
2020-05-14,Arkansas,1,1,1,1,98,98,98,98
2020-05-15,Arkansas,0,0,0,0,98,98,98,98
2020-05-16,Arkansas,0,0,0,0,98,98,98,98
2020-05-17,Arkansas,0,0,0,0,98,98,98,98
2020-05-18,Arkansas,2,2,2,2,100,100,100,100
2020-05-19,Arkansas,2,2,2,2,102,102,102,102
2020-05-20,Arkansas,5,5,5,5,107,107,107,107
2020-05-21,Arkansas,3,3,3,3,110,110,110,110
2020-05-22,Arkansas,3,3,3,3,113,113,113,113
2020-05-23,Arkansas,2,2,2,2,115,115,115,115
2020-05-24,Arkansas,1,1,1,1,116,116,116,116
2020-05-25,Arkansas,1,1,1,1,117,117,117,117
2020-05-26,Arkansas,2,2,2,2,119,119,119,119
2020-05-27,Arkansas,1,1,1,1,120,120,120,120
2020-05-28,Arkansas,5,5,5,5,125,125,125,125
2020-05-29,Arkansas,7,7,7,7,132,132,132,132
2020-05-30,Arkansas,1,1,1,1,133,133,133,133
2020-05-31,Arkansas,0,0,0,0,133,133,133,133
2020-06-02,Arkansas,NA,1.8531419960303028,0,7.457990958318178,NA,136.92657099801517,133.36714500992426,144.3111329543485
2020-06-03,Arkansas,NA,1.8531419960303028,0,6.971993972212118,NA,138.85314199603033,134.2937160079394,147.6048489622879
2020-06-04,Arkansas,NA,1.8531419960303028,0,6.971993972212118,NA,140.85314199603033,135.22028700595456,151.1661106754284
2020-06-05,Arkansas,NA,1.8531419960303028,0,6.825135968242422,NA,143.33913898213638,136.2937160079394,154.53141996030303
2020-06-06,Arkansas,NA,1.8531419960303028,0,6.971993972212118,NA,145.26570998015154,137.22028700595456,158.23953967741323
2020-06-07,Arkansas,NA,1.8531419960303028,0,6.8985649702272696,NA,147.19228097816665,138.22028700595456,161.05757289884963
2020-06-08,Arkansas,NA,1.2937160079393948,0,7.118851976181816,NA,149.11885197618182,139.22028700595456,164.97382969726172
2020-06-09,Arkansas,NA,1.7062839920606054,0,6.900400695276865,NA,150.97199397221215,140.55942598809094,167.7081197171102
2020-06-10,Arkansas,NA,1.7062839920606054,0,6.8985649702272696,NA,152.82513596824242,141.48599698610607,171.07342900198486
2020-06-11,Arkansas,NA,1.7062839920606054,0,6.825135968242422,NA,155.1642749503788,142.33913898213638,174.51400301389396
2020-06-12,Arkansas,NA,1.7062839920606054,0,6.604848962287876,NA,156.94398794442424,143.67827796427272,177.51400301389396
2020-06-13,Arkansas,NA,1.6328549900757565,0,6.678277964272724,NA,158.65027193648484,144.38456195633336,180.66086101786362
2020-06-14,Arkansas,NA,1.6328549900757565,0,6.457990958318178,NA,160.4299849305303,145.7237009384697,183.88114802381818
2020-06-15,Arkansas,NA,1,0,5.971993972212119,NA,161.5768429345,146.50341393251517,186.80771902183335
2020-06-16,Arkansas,NA,1,0,5.8985649702272696,NA,163.1362689225909,147.69569491068182,189.39698676276174
2020-06-17,Arkansas,NA,1.339138982136362,0,6.090845948393935,NA,164.62226590869696,147.91598191663638,193.22028700595456
2020-06-18,Arkansas,NA,0.8531419960303027,0,5.604848962287876,NA,166.59425988090908,149.02268396816552,195.51400301389396
2020-06-19,Arkansas,NA,0.8531419960303027,0,6.017416946409086,NA,167.76382937197727,149.18169189678787,197.6748466675659
2020-06-20,Arkansas,NA,0.8531419960303027,0,5.311132954348481,NA,168.93339886304545,150.29870814792008,200.1486937290193
2020-06-21,Arkansas,NA,0.8531419960303027,0,5.237703952363632,NA,170.27253784518183,150.85996986106062,202.22395845605374
2020-06-22,Arkansas,NA,1.339138982136362,0,5.237703952363632,NA,171.61167682731818,151.49282485113636,205.07710045208404
2020-06-23,Arkansas,NA,0.779712994045454,0,5.092681673443529,NA,172.95081580945453,152.61167682731818,206.9387209226678
2020-06-24,Arkansas,NA,0.6328549900757566,0,5.503413932515145,NA,174.21652578960607,153.65709980151513,209.4144037091708
2020-06-25,Arkansas,NA,0.6328549900757566,0,4.943987944424237,NA,175.40880676777272,154.69037285105946,211.97199397221212
2020-06-26,Arkansas,NA,0.6328549900757566,0,4.943987944424237,NA,176.60108774593937,154.77595177769695,214.19228097816668
2020-06-27,Arkansas,NA,0.6328549900757566,0,4.870558942439389,NA,177.79336872410605,155.7479457499091,216.80263711560335
2020-06-28,Arkansas,NA,0.6328549900757566,0,4.870558942439389,NA,178.98564970227272,156.8528120763886,218.79896566550417
2020-06-29,Arkansas,NA,0.6328549900757566,0,4.870558942439389,NA,180.17793068043937,157.35279471219695,220.95797359412649
2020-01-25,California,0,0,0,0,0,0,0,0
2020-01-26,California,0,0,0,0,0,0,0,0
2020-01-27,California,0,0,0,0,0,0,0,0
2020-01-28,California,0,0,0,0,0,0,0,0
2020-01-29,California,0,0,0,0,0,0,0,0
2020-01-30,California,0,0,0,0,0,0,0,0
2020-01-31,California,0,0,0,0,0,0,0,0
2020-02-01,California,0,0,0,0,0,0,0,0
2020-02-02,California,0,0,0,0,0,0,0,0
2020-02-03,California,0,0,0,0,0,0,0,0
2020-02-04,California,0,0,0,0,0,0,0,0
2020-02-05,California,0,0,0,0,0,0,0,0
2020-02-06,California,0,0,0,0,0,0,0,0
2020-02-07,California,0,0,0,0,0,0,0,0
2020-02-08,California,0,0,0,0,0,0,0,0
2020-02-09,California,0,0,0,0,0,0,0,0
2020-02-10,California,0,0,0,0,0,0,0,0
2020-02-11,California,0,0,0,0,0,0,0,0
2020-02-12,California,0,0,0,0,0,0,0,0
2020-02-13,California,0,0,0,0,0,0,0,0
2020-02-14,California,0,0,0,0,0,0,0,0
2020-02-15,California,0,0,0,0,0,0,0,0
2020-02-16,California,0,0,0,0,0,0,0,0
2020-02-17,California,0,0,0,0,0,0,0,0
2020-02-18,California,0,0,0,0,0,0,0,0
2020-02-19,California,0,0,0,0,0,0,0,0
2020-02-20,California,0,0,0,0,0,0,0,0
2020-02-21,California,0,0,0,0,0,0,0,0
2020-02-22,California,0,0,0,0,0,0,0,0
2020-02-23,California,0,0,0,0,0,0,0,0
2020-02-24,California,0,0,0,0,0,0,0,0
2020-02-25,California,0,0,0,0,0,0,0,0
2020-02-26,California,0,0,0,0,0,0,0,0
2020-02-27,California,0,0,0,0,0,0,0,0
2020-02-28,California,0,0,0,0,0,0,0,0
2020-02-29,California,0,0,0,0,0,0,0,0
2020-03-01,California,0,0,0,0,0,0,0,0
2020-03-02,California,0,0,0,0,0,0,0,0
2020-03-03,California,0,0,0,0,0,0,0,0
2020-03-04,California,1,1,1,1,1,1,1,1
2020-03-05,California,0,0,0,0,1,1,1,1
2020-03-06,California,0,0,0,0,1,1,1,1
2020-03-07,California,0,0,0,0,1,1,1,1
2020-03-08,California,0,0,0,0,1,1,1,1
2020-03-09,California,1,1,1,1,2,2,2,2
2020-03-10,California,1,1,1,1,3,3,3,3
2020-03-11,California,1,1,1,1,4,4,4,4
2020-03-12,California,0,0,0,0,4,4,4,4
2020-03-13,California,1,1,1,1,5,5,5,5
2020-03-14,California,0,0,0,0,5,5,5,5
2020-03-15,California,1,1,1,1,6,6,6,6
2020-03-16,California,5,5,5,5,11,11,11,11
2020-03-17,California,3,3,3,3,14,14,14,14
2020-03-18,California,3,3,3,3,17,17,17,17
2020-03-19,California,2,2,2,2,19,19,19,19
2020-03-20,California,5,5,5,5,24,24,24,24
2020-03-21,California,4,4,4,4,28,28,28,28
2020-03-22,California,7,7,7,7,35,35,35,35
2020-03-23,California,4,4,4,4,39,39,39,39
2020-03-24,California,13,13,13,13,52,52,52,52
2020-03-25,California,15,15,15,15,67,67,67,67
2020-03-26,California,15,15,15,15,82,82,82,82
2020-03-27,California,20,20,20,20,102,102,102,102
2020-03-28,California,19,19,19,19,121,121,121,121
2020-03-29,California,9,9,9,9,130,130,130,130
2020-03-30,California,16,16,16,16,146,146,146,146
2020-03-31,California,37,37,37,37,183,183,183,183
2020-04-01,California,29,29,29,29,212,212,212,212
2020-04-02,California,35,35,35,35,247,247,247,247
2020-04-03,California,35,35,35,35,282,282,282,282
2020-04-04,California,41,41,41,41,323,323,323,323
2020-04-05,California,26,26,26,26,349,349,349,349
2020-04-06,California,37,37,37,37,386,386,386,386
2020-04-07,California,61,61,61,61,447,447,447,447
2020-04-08,California,59,59,59,59,506,506,506,506
2020-04-09,California,42,42,42,42,548,548,548,548
2020-04-10,California,46,46,46,46,594,594,594,594
2020-04-11,California,38,38,38,38,632,632,632,632
2020-04-12,California,44,44,44,44,676,676,676,676
2020-04-13,California,49,49,49,49,725,725,725,725
2020-04-14,California,53,53,53,53,778,778,778,778
2020-04-15,California,107,107,107,107,885,885,885,885
2020-04-16,California,86,86,86,86,971,971,971,971
2020-04-17,California,79,79,79,79,1050,1050,1050,1050
2020-04-18,California,96,96,96,96,1146,1146,1146,1146
2020-04-19,California,30,30,30,30,1176,1176,1176,1176
2020-04-20,California,47,47,47,47,1223,1223,1223,1223
2020-04-21,California,93,93,93,93,1316,1316,1316,1316
2020-04-22,California,109,109,109,109,1425,1425,1425,1425
2020-04-23,California,123,123,123,123,1548,1548,1548,1548
2020-04-24,California,71,71,71,71,1619,1619,1619,1619
2020-04-25,California,73,73,73,73,1692,1692,1692,1692
2020-04-26,California,24,24,24,24,1716,1716,1716,1716
2020-04-27,California,84,84,84,84,1800,1800,1800,1800
2020-04-28,California,84,84,84,84,1884,1884,1884,1884
2020-04-29,California,77,77,77,77,1961,1961,1961,1961
2020-04-30,California,96,96,96,96,2057,2057,2057,2057
2020-05-01,California,90,90,90,90,2147,2147,2147,2147
2020-05-02,California,66,66,66,66,2213,2213,2213,2213
2020-05-03,California,22,22,22,22,2235,2235,2235,2235
2020-05-04,California,62,62,62,62,2297,2297,2297,2297
2020-05-05,California,89,89,89,89,2386,2386,2386,2386
2020-05-06,California,92,92,92,92,2478,2478,2478,2478
2020-05-07,California,83,83,83,83,2561,2561,2561,2561
2020-05-08,California,89,89,89,89,2650,2650,2650,2650
2020-05-09,California,82,82,82,82,2732,2732,2732,2732
2020-05-10,California,37,37,37,37,2769,2769,2769,2769
2020-05-11,California,51,51,51,51,2820,2820,2820,2820
2020-05-12,California,82,82,82,82,2902,2902,2902,2902
2020-05-13,California,112,112,112,112,3014,3014,3014,3014
2020-05-14,California,25,25,25,25,3039,3039,3039,3039
2020-05-15,California,153,153,153,153,3192,3192,3192,3192
2020-05-16,California,62,62,62,62,3254,3254,3254,3254
2020-05-17,California,36,36,36,36,3290,3290,3290,3290
2020-05-18,California,32,32,32,32,3322,3322,3322,3322
2020-05-19,California,100,100,100,100,3422,3422,3422,3422
2020-05-20,California,92,92,92,92,3514,3514,3514,3514
2020-05-21,California,110,110,110,110,3624,3624,3624,3624
2020-05-22,California,66,66,66,66,3690,3690,3690,3690
2020-05-23,California,78,78,78,78,3768,3768,3768,3768
2020-05-24,California,22,22,22,22,3790,3790,3790,3790
2020-05-25,California,18,18,18,18,3808,3808,3808,3808
2020-05-26,California,51,51,51,51,3859,3859,3859,3859
2020-05-27,California,102,102,102,102,3961,3961,3961,3961
2020-05-28,California,81,81,81,81,4042,4042,4042,4042
2020-05-29,California,102,102,102,102,4144,4144,4144,4144
2020-05-30,California,70,70,70,70,4214,4214,4214,4214
2020-05-31,California,28,28,28,28,4242,4242,4242,4242
2020-06-02,California,NA,53.20078502339663,23.611980775435192,107.70735661204708,NA,4314.697059144559,4265.517544911089,4392.564124837283
2020-06-03,California,NA,52.220130151962884,22.563030296883742,102.2708317999276,NA,4370.267423179176,4307.417776953657,4465.29144596084
2020-06-04,California,NA,51.30952205706012,22.34014815318372,101.69184288238836,NA,4424.506898459706,4347.467477779299,4534.468033710626
2020-06-05,California,NA,49.58970916318405,20.613731944848467,102.34996348360588,NA,4475.637636706571,4389.04517555165,4602.827526992375
2020-06-06,California,NA,48.46896073868834,21.282843190759817,97.45694934785612,NA,4527.960498196781,4429.386784551383,4664.806716226674
2020-06-07,California,NA,47.32886718562638,21.372235095857057,92.71293918036787,NA,4577.279692818124,4469.542450495136,4729.029947354269
2020-06-08,California,NA,46.927931655006745,20.142749637697854,94.6604863629899,NA,4626.45278819099,4509.947967771753,4790.482334879943
2020-06-09,California,NA,46.43760421928988,20.23214154279509,93.02640846725129,NA,4674.970111751094,4548.3855719910425,4853.240722200036
2020-06-10,California,NA,45.01732356010399,18.492983520352762,90.62547293663164,NA,4722.417388534666,4588.571153531459,4912.772661585985
2020-06-11,California,NA,44.31685579479417,19.302188319326074,88.09470407436902,NA,4767.3646653182395,4627.5749801397815,4969.452052977129
2020-06-12,California,NA,43.106715465201226,18.0709516917536,87.80250557741289,NA,4812.946029959458,4663.912932232554,5023.4238173571775
2020-06-13,California,NA,41.8265283590773,18.16209476626411,84.99505194785282,NA,4856.712184106288,4702.98525365434,5076.422197151909
2020-06-14,California,NA,40.8265283590773,18.531673777485278,83.52406964070221,NA,4900.653455194445,4736.004593992322,5136.257234562992
2020-06-15,California,NA,41.14540572233374,17.811860883609203,82.00238568558687,NA,4941.63942223515,4772.98076562642,5193.628139776445
2020-06-16,California,NA,39.42559282845767,17.901252788706444,85.09250801395899,NA,4982.485295722794,4806.239295712652,5246.279139869093
2020-06-17,California,NA,39.304844403961965,17.888510974599367,78.30016675086381,NA,5023.229765914508,4834.346165745987,5302.480500747632
2020-06-18,California,NA,38.67442341518313,16.5189319633782,76.38955865596104,NA,5064.553955447036,4864.700826806506,5348.187876173082
2020-06-19,California,NA,37.53432986212117,16.83120601217546,75.86302255579977,NA,5105.152326390273,4898.394595350254,5394.722961172878
2020-06-20,California,NA,37.0440024264043,16.67837064500642,73.37269512008291,NA,5141.606936911579,4930.286647400898,5448.474436042245
2020-06-21,California,NA,35.60437663865215,14.951954436671167,72.76822257432951,NA,5180.425120748691,4960.587104474625,5493.723479858136
2020-06-22,California,NA,35.0440024264043,15.831206012175462,72.59677250186908,NA,5216.134567552141,4990.809425896413,5542.616398086784
2020-06-23,California,NA,34.69376854374939,15.6911124591135,71.2636677635559,NA,5251.7582893193585,5025.713180201622,5590.362619447911
2020-06-24,California,NA,34.20344110803252,15.039595172355131,68.01530199164172,NA,5288.051122332488,5056.888365765889,5634.951573473421
2020-06-25,California,NA,34.36287978966074,15.468230315413477,67.48701472206722,NA,5323.5637682394945,5080.482307691174,5679.178946246602
2020-06-26,California,NA,32.41358143762547,14.251486671361352,66.86319704774755,NA,5357.372279512323,5109.360732936302,5717.280079143482
2020-06-27,California,NA,32.133394331501535,14.761159235644481,65.21343093040247,NA,5390.560042360656,5139.116924195985,5758.998847687231
2020-06-28,California,NA,32.22278623659878,14.621065682582518,64.00329060080952,NA,5425.681425301325,5168.05952332646,5799.856442242844
2020-06-29,California,NA,32.01264590700583,14.551018906051535,63.97193408141105,NA,5458.729094596598,5197.524536835324,5841.9788459296515
2020-03-05,Colorado,0,0,0,0,0,0,0,0
2020-03-06,Colorado,0,0,0,0,0,0,0,0
2020-03-07,Colorado,0,0,0,0,0,0,0,0
2020-03-08,Colorado,0,0,0,0,0,0,0,0
2020-03-09,Colorado,0,0,0,0,0,0,0,0
2020-03-10,Colorado,0,0,0,0,0,0,0,0
2020-03-11,Colorado,0,0,0,0,0,0,0,0
2020-03-12,Colorado,1,1,1,1,1,1,1,1
2020-03-13,Colorado,1,1,1,1,2,2,2,2
2020-03-14,Colorado,0,0,0,0,2,2,2,2
2020-03-15,Colorado,0,0,0,0,2,2,2,2
2020-03-16,Colorado,0,0,0,0,2,2,2,2
2020-03-17,Colorado,1,1,1,1,3,3,3,3
2020-03-18,Colorado,0,0,0,0,3,3,3,3
2020-03-19,Colorado,2,2,2,2,5,5,5,5
2020-03-20,Colorado,0,0,0,0,5,5,5,5
2020-03-21,Colorado,1,1,1,1,6,6,6,6
2020-03-22,Colorado,1,1,1,1,7,7,7,7
2020-03-23,Colorado,3,3,3,3,10,10,10,10
2020-03-24,Colorado,1,1,1,1,11,11,11,11
2020-03-25,Colorado,8,8,8,8,19,19,19,19
2020-03-26,Colorado,5,5,5,5,24,24,24,24
2020-03-27,Colorado,7,7,7,7,31,31,31,31
2020-03-28,Colorado,13,13,13,13,44,44,44,44
2020-03-29,Colorado,3,3,3,3,47,47,47,47
2020-03-30,Colorado,4,4,4,4,51,51,51,51
2020-03-31,Colorado,18,18,18,18,69,69,69,69
2020-04-01,Colorado,11,11,11,11,80,80,80,80
2020-04-02,Colorado,16,16,16,16,96,96,96,96
2020-04-03,Colorado,14,14,14,14,110,110,110,110
2020-04-04,Colorado,16,16,16,16,126,126,126,126
2020-04-05,Colorado,14,14,14,14,140,140,140,140
2020-04-06,Colorado,10,10,10,10,150,150,150,150
2020-04-07,Colorado,29,29,29,29,179,179,179,179
2020-04-08,Colorado,13,13,13,13,192,192,192,192
2020-04-09,Colorado,35,35,35,35,227,227,227,227
2020-04-10,Colorado,26,26,26,26,253,253,253,253
2020-04-11,Colorado,21,21,21,21,274,274,274,274
2020-04-12,Colorado,16,16,16,16,290,290,290,290
2020-04-13,Colorado,18,18,18,18,308,308,308,308
2020-04-14,Colorado,21,21,21,21,329,329,329,329
2020-04-15,Colorado,26,26,26,26,355,355,355,355
2020-04-16,Colorado,19,19,19,19,374,374,374,374
2020-04-17,Colorado,15,15,15,15,389,389,389,389
2020-04-18,Colorado,20,20,20,20,409,409,409,409
2020-04-19,Colorado,12,12,12,12,421,421,421,421
2020-04-20,Colorado,27,27,27,27,448,448,448,448
2020-04-21,Colorado,36,36,36,36,484,484,484,484
2020-04-22,Colorado,42,42,42,42,526,526,526,526
2020-04-23,Colorado,31,31,31,31,557,557,557,557
2020-04-24,Colorado,115,115,115,115,672,672,672,672
2020-04-25,Colorado,-2,-2,-2,-2,670,670,670,670
2020-04-26,Colorado,8,8,8,8,678,678,678,678
2020-04-27,Colorado,27,27,27,27,705,705,705,705
2020-04-28,Colorado,29,29,29,29,734,734,734,734
2020-04-29,Colorado,30,30,30,30,764,764,764,764
2020-04-30,Colorado,11,11,11,11,775,775,775,775
2020-05-01,Colorado,43,43,43,43,818,818,818,818
2020-05-02,Colorado,12,12,12,12,830,830,830,830
2020-05-03,Colorado,10,10,10,10,840,840,840,840
2020-05-04,Colorado,9,9,9,9,849,849,849,849
2020-05-05,Colorado,52,52,52,52,901,901,901,901
2020-05-06,Colorado,18,18,18,18,919,919,919,919
2020-05-07,Colorado,23,23,23,23,942,942,942,942
2020-05-08,Colorado,16,16,16,16,958,958,958,958
2020-05-09,Colorado,7,7,7,7,965,965,965,965
2020-05-10,Colorado,4,4,4,4,969,969,969,969
2020-05-11,Colorado,17,17,17,17,986,986,986,986
2020-05-12,Colorado,23,23,23,23,1009,1009,1009,1009
2020-05-13,Colorado,53,53,53,53,1062,1062,1062,1062
2020-05-14,Colorado,29,29,29,29,1091,1091,1091,1091
2020-05-15,Colorado,59,59,59,59,1150,1150,1150,1150
2020-05-16,Colorado,42,42,42,42,1192,1192,1192,1192
2020-05-17,Colorado,23,23,23,23,1215,1215,1215,1215
2020-05-18,Colorado,9,9,9,9,1224,1224,1224,1224
2020-05-19,Colorado,33,33,33,33,1257,1257,1257,1257
2020-05-20,Colorado,42,42,42,42,1299,1299,1299,1299
2020-05-21,Colorado,11,11,11,11,1310,1310,1310,1310
2020-05-22,Colorado,14,14,14,14,1324,1324,1324,1324
2020-05-23,Colorado,3,3,3,3,1327,1327,1327,1327
2020-05-24,Colorado,5,5,5,5,1332,1332,1332,1332
2020-05-25,Colorado,1,1,1,1,1333,1333,1333,1333
2020-05-26,Colorado,19,19,19,19,1352,1352,1352,1352
2020-05-27,Colorado,41,41,41,41,1393,1393,1393,1393
2020-05-28,Colorado,29,29,29,29,1422,1422,1422,1422
2020-05-29,Colorado,15,15,15,15,1437,1437,1437,1437
2020-05-30,Colorado,6,6,6,6,1443,1443,1443,1443
2020-05-31,Colorado,2,2,2,2,1445,1445,1445,1445
2020-06-02,Colorado,NA,11.866701735365307,2.836359565908916,31.998578469481824,NA,1470.3535666650018,1454.936456943959,1497.6428716806572
2020-06-03,Colorado,NA,11.638799651927908,2.848065277708401,30.922611108336028,NA,1482.75825208094,1463.1113410924313,1517.2878834851374
2020-06-04,Colorado,NA,11.176783332500808,2.1519347222915997,32.32729652427423,NA,1495.6435902739622,1470.7439285918067,1535.844503623367
2020-06-05,Colorado,NA,10.872913887917608,2.1519347222915997,30.23890485802383,NA,1507.8327979115675,1479.619460257058,1552.391317233826
2020-06-06,Colorado,NA,10.138799651927908,2,28.150513191773424,NA,1519.0855486052142,1487.2761777733378,1567.5024017303704
2020-06-07,Colorado,NA,9.404685415938207,1.9240326388542006,28.63116596885743,NA,1529.7305604096946,1494.3010263835472,1585.1247207045567
2020-06-08,Colorado,NA,9.720979165626009,1.772097916562601,28.55519860771163,NA,1540.2996048530288,1501.5537770771937,1603.804387647017
2020-06-09,Colorado,NA,8.948881249063408,1.6961305554168014,27.175361801982632,NA,1550.9570409626135,1509.0592784644869,1617.4283492093452
2020-06-10,Colorado,NA,8.720979165626009,1.6961305554168014,25.238904858023826,NA,1560.602052767094,1515.944616657509,1631.9694652677183
2020-06-11,Colorado,NA,8.41710972104281,1.6201631942710015,24.54277430260703,NA,1569.7152930435536,1522.8280556665027,1644.525366812643
2020-06-12,Colorado,NA,7.7969465267718085,1.468228471979402,24.40326388542003,NA,1578.7525659588673,1528.0048389990034,1658.3865749887611
2020-06-13,Colorado,NA,7.49307708218861,1.3162937496878027,22.946741125240113,NA,1587.4859694295978,1534.3727291531382,1670.7288979393816
2020-06-14,Colorado,NA,6.7969465267718085,1.3045880378883177,22.01100277458643,NA,1595.447274983766,1541.1711128665202,1682.9549008387903
2020-06-15,Colorado,NA,6.493077082188609,0.772097916562601,20.633065152886047,NA,1603.1047110933507,1546.3837319277247,1693.2238742055988
2020-06-16,Colorado,NA,6.733403470730613,0.6201631942710014,20.57932862461572,NA,1610.610212480644,1552.053592342414,1703.1524238058155
2020-06-17,Colorado,NA,6.037272915313812,0.6201631942710014,19.491655551670434,NA,1617.4195833125204,1558.0923024443382,1713.629278214842
2020-06-18,Colorado,NA,5.809370831876413,0.468228471979402,20.048275689900237,NA,1624.4817048380432,1562.2815100819435,1723.210028369976
2020-06-19,Colorado,NA,5.619452429011913,0.468228471979402,17.199491818886717,NA,1630.2910756699198,1566.5806216253695,1732.472123593975
2020-06-20,Colorado,NA,4.961305554168011,0.468228471979402,17.111818745941434,NA,1636.7330340011717,1570.5204149399674,1741.052873749109
2020-06-21,Colorado,NA,4.8853381930222115,0.468228471979402,15.643590273962031,NA,1642.7067638604444,1572.796577057213,1749.8562364212717
2020-06-22,Colorado,NA,4.657436109584813,0.468228471979402,15.123524457740919,NA,1647.9843631643002,1577.4547317601027,1757.4589068016535
2020-06-23,Colorado,NA,4.505501387293213,0.468228471979402,15.820373606462837,NA,1653.1100277458645,1581.5921020534665,1765.5588527899126
2020-06-24,Colorado,NA,4.505501387293213,0.468228471979402,14.972308328754437,NA,1658.5899697576892,1585.9282654545827,1773.5227761214144
2020-06-25,Colorado,NA,4.277599303855814,0.468228471979402,15.604895828130044,NA,1663.4497485752431,1590.276542553176,1779.4043159463795
2020-06-26,Colorado,NA,3.8093708318764117,0.468228471979402,13.820373606462837,NA,1668.3475110733702,1592.800938402706,1785.316863931058
2020-06-27,Colorado,NA,3.6574361095848125,0.468228471979402,13.668438884171238,NA,1672.4731756549343,1597.1571228450412,1790.7444987731765
